State,Date,Solar,Wind,Small hydro,Bioenergy
Jharkhand,2022-12,94.91,0,4.05,4.3
Karnataka,2022-12,7885.57,5268.15,1280.73,1902.15
Kerala,2022-12,688.35,62.5,266.52,2.5
Lakshwadeep,2022-12,3.27,0,0,0
Madhya Pradesh,2022-12,2774.78,2844.29,123.71,131.75
Maharashtra,2022-12,3646.13,5012.83,381.08,2636.42
Manipur,2022-12,12.28,0,5.45,0
Meghalaya,2022-12,4.15,0,32.53,13.8
Mizoram,2022-12,8.01,0,41.47,0
Nagaland,2022-12,3.04,0,31.67,0
Odisha,2022-12,452.72,0,115.63,59.22
Others,2022-12,45.01,4.3,0,0
Pondicherry,2022-12,35.53,0,0,0
Punjab,2022-12,1153.21,0,176.1,498.94
Rajasthan,2022-12,16340.75,4681.82,23.85,125.08
Sikkim,2022-12,4.68,0,55.11,0
Tamil Nadu,2022-12,6412.36,9936.02,123.05,1042.7
Telangana,2022-12,4650.93,128.1,90.87,219.74
Tripura,2022-12,16.67,0,16.01,0
Uttar Pradesh,2022-12,2485.16,0,49.1,2192.89
Uttarakhand,2022-12,575.46,0,218.82,139.44
West Bengal,2022-12,179.83,0,98.5,323.7
